movie_name,is_adult,year_of_release,genres,actor_1,actor_2,actor_3,imdb_rating,comb
Hulchul,0,2004,action comedy drama,akshaye khanna,kareena kapoor,sunil shetty,6.9,Hulchul action comedy drama akshaye khanna kareena kapoor sunil shetty
Murder,0,2004,drama thriller,mallika sherawat,ashmit patel,emraan hashmi,5.4,Murder drama thriller mallika sherawat ashmit patel emraan hashmi
Yuva,0,2004,action drama thriller,ajay devgn,abhishek bachchan,rani mukerji,7.4,Yuva action drama thriller ajay devgn abhishek bachchan rani mukerji
Aitraaz,0,2004,drama romance thriller,akshay kumar,kareena kapoor,priyanka chopra,6.6,Aitraaz drama romance thriller akshay kumar kareena kapoor priyanka chopra
Aetbaar,0,2004,action drama musical,amitabh bachchan,john abraham,bipasha basu,4.6,Aetbaar action drama musical amitabh bachchan john abraham bipasha basu
Ab Tumhare Hawale Watan Saathiyo,0,2004,action drama war,amitabh bachchan,akshay kumar,bobby deol,4.6,Ab Tumhare Hawale Watan Saathiyo action drama war amitabh bachchan akshay kumar bobby deol
Aan Men at Work,0,2004,action crime drama,shatrughan sinha,akshay kumar,sunil shetty,5.7,Aan Men at Work action crime drama shatrughan sinha akshay kumar sunil shetty
Bardaasht,0,2004,action crime drama,bobby deol,lara dutta,rahul dev,6.0,Bardaasht action crime drama bobby deol lara dutta rahul dev
Chameli,0,2003,drama,kareena kapoor,rahul bose,rinke khanna,7.1,Chameli drama kareena kapoor rahul bose rinke khanna
Agni Pankh,0,2004,drama romance,jimmy sheirgill,sameer dharmadhikari,rahul dev,5.4,Agni Pankh drama romance jimmy sheirgill sameer dharmadhikari rahul dev
Asambhav,0,2004,action adventure drama,arjun rampal,naseeruddin shah,priyanka chopra,3.4,Asambhav action adventure drama arjun rampal naseeruddin shah priyanka chopra
Charas A Joint Effort,0,2004,action thriller,jimmy sheirgill,uday chopra,irrfan khan,5.2,Charas A Joint Effort action thriller jimmy sheirgill uday chopra irrfan khan
Deewaar Let's Bring Our Heroes Home,0,2004,action drama thriller,amitabh bachchan,sanjay dutt,akshaye khanna,6.0,Deewaar Let's Bring Our Heroes Home action drama thriller amitabh bachchan sanjay dutt akshaye khanna
Dev,0,2004,drama,amitabh bachchan,om puri,fardeen khan,6.9,Dev drama amitabh bachchan om puri fardeen khan
Dil Maange More!!!,0,2004,family musical romance,shahid kapoor,ayesha takia,tulip joshi,5.1,Dil Maange More!!! family musical romance shahid kapoor ayesha takia tulip joshi
Dil Ne Jise Apna Kaha,0,2004,romance,salman khan,preity zinta,bhoomika chawla,4.4,Dil Ne Jise Apna Kaha romance salman khan preity zinta bhoomika chawla
Dobara,0,2004,drama musical,jackie shroff,raveena tandon,mahima chaudhry,3.1,Dobara drama musical jackie shroff raveena tandon mahima chaudhry
Aabra Ka Daabra,0,2004,fantasy,naveen bawa,prabhu deva,satish kaushik,2.3,Aabra Ka Daabra fantasy naveen bawa prabhu deva satish kaushik
Dil Bechara Pyaar Ka Maara,0,2004,comedy romance,vikaas kalantari,aslam khan,divya palat,4.0,Dil Bechara Pyaar Ka Maara comedy romance vikaas kalantari aslam khan divya palat
Gayab,0,2004,drama fantasy thriller,tusshar kapoor,antara mali,raghuvir yadav,4.2,Gayab drama fantasy thriller tusshar kapoor antara mali raghuvir yadav
Fida,0,2004,action crime drama,kareena kapoor,fardeen khan,shahid kapoor,5.5,Fida action crime drama kareena kapoor fardeen khan shahid kapoor
Garv Pride and Honour,0,2004,action crime drama,salman khan,shilpa shetty kundra,arbaaz khan,5.5,Garv Pride and Honour action crime drama salman khan shilpa shetty kundra arbaaz khan
Ek Se Badhkar Ek,0,2004,comedy thriller,sunil shetty,raveena tandon,shekhar suman,4.7,Ek Se Badhkar Ek comedy thriller sunil shetty raveena tandon shekhar suman
Ek Hasina Thi,0,2004,crime drama mystery,saif ali khan,urmila matondkar,seema biswas,7.6,Ek Hasina Thi crime drama mystery saif ali khan urmila matondkar seema biswas
Girlfriend,0,2004,drama,isha koppikar,aashish chaudhary,amrita arora,3.2,Girlfriend drama isha koppikar aashish chaudhary amrita arora
Hatya The Murder,0,2004,action crime drama,akshay kumar,varsha usgaonkar,navin nischol,4.4,Hatya The Murder action crime drama akshay kumar varsha usgaonkar navin nischol
Let the Wind Blow,0,2004,drama,aniket vishwasrao,nishikant kamat,tannishtha chatterjee,6.2,Let the Wind Blow drama aniket vishwasrao nishikant kamat tannishtha chatterjee
Hawas,0,2004,drama romance thriller,shawar ali,meghna naidu,tarun arora,2.7,Hawas drama romance thriller shawar ali meghna naidu tarun arora
Hyderabad Blues 2,0,2004,comedy drama,tisca chopra,jyoti dogra,anuj gurwara,6.2,Hyderabad Blues 2 comedy drama tisca chopra jyoti dogra anuj gurwara
Julie,0,2004,drama,neha dhupia,priyanshu chatterjee,yash tonk,4.1,Julie drama neha dhupia priyanshu chatterjee yash tonk
Kaun Hai Jo Sapno Mein Aaya,0,2004,musical,raqesh bapat,richa pallod,anupam kher,5.1,Kaun Hai Jo Sapno Mein Aaya musical raqesh bapat richa pallod anupam kher
Inteqam The Perfect Game,0,2004,action thriller,manoj bajpayee,isha koppikar,nethra raghuraman,5.3,Inteqam The Perfect Game action thriller manoj bajpayee isha koppikar nethra raghuraman
Kis Kis Ki Kismat,0,2004,comedy,mallika sherawat,rati agnihotri,kurush deboo,2.5,Kis Kis Ki Kismat comedy mallika sherawat rati agnihotri kurush deboo
Insaaf The Justice,0,2004,drama,dino morea,namrata shirodkar,sanjay suri,4.0,Insaaf The Justice drama dino morea namrata shirodkar sanjay suri
I Proud to Be an Indian,0,2004,action crime drama,sohail khan,tim lawrence,,6.1,I Proud to Be an Indian action crime drama sohail khan tim lawrence 
Silent Waters,0,2003,drama,kiron kher,aamir ali malik,arshad mahmood,7.6,Silent Waters drama kiron kher aamir ali malik arshad mahmood
Kismat,0,2004,action drama,bobby deol,priyanka chopra,kabir bedi,3.7,Kismat action drama bobby deol priyanka chopra kabir bedi
Lakeer - Forbidden Lines,0,2004,action drama romance,sunny deol,sunil shetty,sohail khan,4.4,Lakeer - Forbidden Lines action drama romance sunny deol sunil shetty sohail khan
Krishna Cottage,0,2004,horror mystery,sohail khan,isha koppikar,anita hassanandani reddy,5.1,Krishna Cottage horror mystery sohail khan isha koppikar anita hassanandani reddy
Kyun! Ho Gaya Na...,0,2004,comedy drama romance,amitabh bachchan,vivek oberoi,aishwarya rai bachchan,4.2,Kyun! Ho Gaya Na... comedy drama romance amitabh bachchan vivek oberoi aishwarya rai bachchan
Madhoshi,0,2004,drama musical mystery,bipasha basu,john abraham,priyanshu chatterjee,4.6,Madhoshi drama musical mystery bipasha basu john abraham priyanshu chatterjee
Lakshya,0,2004,action drama romance,hrithik roshan,preity zinta,amitabh bachchan,7.9,Lakshya action drama romance hrithik roshan preity zinta amitabh bachchan
Ishq Hai Tumse,0,2004,romance,dino morea,bipasha basu,,3.1,Ishq Hai Tumse romance dino morea bipasha basu 
Maqbool,0,2003,crime drama thriller,irrfan khan,tabu,pankaj kapur,8.2,Maqbool crime drama thriller irrfan khan tabu pankaj kapur
Masti,0,2004,comedy crime mystery,aftab shivdasani,vivek oberoi,riteish deshmukh,6.2,Masti comedy crime mystery aftab shivdasani vivek oberoi riteish deshmukh
Meenaxi Tale of 3 Cities,0,2004,drama musical romance,tabu,raghuvir yadav,nadira babbar,6.2,Meenaxi Tale of 3 Cities drama musical romance tabu raghuvir yadav nadira babbar
Musafir,0,2004,action crime drama,anil kapoor,sameera reddy,aditya pancholi,5.5,Musafir action crime drama anil kapoor sameera reddy aditya pancholi
Mughal-E-Azam,0,1960,drama romance war,prithviraj kapoor,madhubala,dilip kumar,8.3,Mughal-E-Azam drama romance war prithviraj kapoor madhubala dilip kumar
Muskaan,0,2004,romance,aftab shivdasani,gracy singh,,4.4,Muskaan romance aftab shivdasani gracy singh 
Meri Biwi Ka Jawab Nahin,0,2004,action comedy romance,akshay kumar,sridevi,gulshan grover,3.9,Meri Biwi Ka Jawab Nahin action comedy romance akshay kumar sridevi gulshan grover
Naach,0,2004,drama musical romance,antara mali,abhishek bachchan,riteish deshmukh,4.2,Naach drama musical romance antara mali abhishek bachchan riteish deshmukh
Netaji Subhas Chandra Bose The Forgotten Hero,0,2005,biography drama history,vinay anand,ila arun,pankaj berry,7.5,Netaji Subhas Chandra Bose The Forgotten Hero biography drama history vinay anand ila arun pankaj berry
Paap,0,2003,drama romance thriller,john abraham,udita goswami,mohan agashe,5.2,Paap drama romance thriller john abraham udita goswami mohan agashe
Phir Milenge,0,2004,drama,salman khan,abhishek bachchan,shilpa shetty kundra,6.1,Phir Milenge drama salman khan abhishek bachchan shilpa shetty kundra
Plan,0,2004,action crime thriller,sanjay dutt,dino morea,sanjay suri,4.2,Plan action crime thriller sanjay dutt dino morea sanjay suri
Police Force An Inside Story,0,2004,action crime drama,akshay kumar,raveena tandon,amrish puri,4.6,Police Force An Inside Story action crime drama akshay kumar raveena tandon amrish puri
Paisa Vasool,0,2004,comedy,manisha koirala,sushmita sen,sushant singh,4.1,Paisa Vasool comedy manisha koirala sushmita sen sushant singh
Popcorn Khao! Mast Ho Jao,0,2004,comedy drama romance,akshay kapoor,tanishaa mukerji,yash tonk,4.0,Popcorn Khao! Mast Ho Jao comedy drama romance akshay kapoor tanishaa mukerji yash tonk
Rakht,0,2004,horror thriller,sanjay dutt,sunil shetty,bipasha basu,3.7,Rakht horror thriller sanjay dutt sunil shetty bipasha basu
Raincoat,0,2004,drama romance,ajay devgn,aishwarya rai bachchan,annu kapoor,7.6,Raincoat drama romance ajay devgn aishwarya rai bachchan annu kapoor
Rudraksh,0,2004,action fantasy sci-fi,sanjay dutt,bipasha basu,sunil shetty,2.6,Rudraksh action fantasy sci-fi sanjay dutt bipasha basu sunil shetty
Shaadi Ka Laddoo,0,2004,comedy,sanjay suri,mandira bedi,aashish chaudhary,5.2,Shaadi Ka Laddoo comedy sanjay suri mandira bedi aashish chaudhary
Run,0,2004,action comedy drama,abhishek bachchan,bhoomika chawla,mahesh manjrekar,4.8,Run action comedy drama abhishek bachchan bhoomika chawla mahesh manjrekar
Rok Sako To Rok Lo,0,2004,adventure musical romance,sunny deol,yash pandit,manjari fadnnis,4.4,Rok Sako To Rok Lo adventure musical romance sunny deol yash pandit manjari fadnnis
Suno Sasurjee,0,2004,action comedy musical,aftab shivdasani,ameesha patel,gulshan grover,2.4,Suno Sasurjee action comedy musical aftab shivdasani ameesha patel gulshan grover
Swades,0,2004,drama,shah rukh khan,gayatri joshi,kishori ballal,8.2,Swades drama shah rukh khan gayatri joshi kishori ballal
Taarzan The Wonder Car,0,2004,action fantasy thriller,vatsal sheth,ayesha takia,ajay devgn,4.4,Taarzan The Wonder Car action fantasy thriller vatsal sheth ayesha takia ajay devgn
Nothing But Life,0,2004,comedy drama,madhavan,kaveri,sreenivasan,7.4,Nothing But Life comedy drama madhavan kaveri sreenivasan
Shart The Challenge,0,2004,drama romance,tusshar kapoor,gracy singh,amrita arora,3.7,Shart The Challenge drama romance tusshar kapoor gracy singh amrita arora
Tumsa Nahin Dekha,0,2004,musical romance,emraan hashmi,dia mirza,anupam kher,4.5,Tumsa Nahin Dekha musical romance emraan hashmi dia mirza anupam kher
Vaastu Shastra,0,2004,horror mystery,vicky ahuja,j.d. chakravarthi,ahsaas channa,4.9,Vaastu Shastra horror mystery vicky ahuja j.d. chakravarthi ahsaas channa
Yeh Lamhe Judaai Ke,0,2004,drama mystery romance,shah rukh khan,raveena tandon,navneet nishan,3.8,Yeh Lamhe Judaai Ke drama mystery romance shah rukh khan raveena tandon navneet nishan
Sheen,0,2004,action drama,tarun arora,sheen,,6.3,Sheen action drama tarun arora sheen 
Where's the Party Yaar?,0,2003,comedy,diwakar pathak,sunil malhotra,indravadan tridevi,4.9,Where's the Party Yaar? comedy diwakar pathak sunil malhotra indravadan tridevi
Thoda Tum Badlo Thoda Hum,0,2004,drama romance,arya babbar,shriya saran,,5.7,Thoda Tum Badlo Thoda Hum drama romance arya babbar shriya saran 
Koi... Mil Gaya,0,2003,action drama romance,rekha,hrithik roshan,preity zinta,7.1,Koi... Mil Gaya action drama romance rekha hrithik roshan preity zinta
Kal Ho Naa Ho,0,2003,comedy drama romance,shah rukh khan,preity zinta,saif ali khan,8.0,Kal Ho Naa Ho comedy drama romance shah rukh khan preity zinta saif ali khan
Shukriya Till Death Do Us Apart,0,2004,drama family musical,anupam kher,aftab shivdasani,shriya saran,5.3,Shukriya Till Death Do Us Apart drama family musical anupam kher aftab shivdasani shriya saran
Chalte Chalte,0,2003,drama romance,shah rukh khan,rani mukerji,jas arora,6.5,Chalte Chalte drama romance shah rukh khan rani mukerji jas arora
The Hero Love Story of a Spy,0,2003,action adventure drama,sunny deol,preity zinta,priyanka chopra,5.2,The Hero Love Story of a Spy action adventure drama sunny deol preity zinta priyanka chopra
Baghban,0,2003,drama romance,amitabh bachchan,hema malini,salman khan,7.4,Baghban drama romance amitabh bachchan hema malini salman khan
Main Prem Ki Diwani Hoon,0,2003,comedy drama musical,hrithik roshan,kareena kapoor,abhishek bachchan,4.0,Main Prem Ki Diwani Hoon comedy drama musical hrithik roshan kareena kapoor abhishek bachchan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
LOC Kargil,0,2003,drama history war,sanjay dutt,ajay devgn,saif ali khan,5.1,LOC Kargil drama history war sanjay dutt ajay devgn saif ali khan
Munna Bhai M.B.B.S.,0,2003,comedy drama musical,sanjay dutt,arshad warsi,gracy singh,8.1,Munna Bhai M.B.B.S. comedy drama musical sanjay dutt arshad warsi gracy singh
Qayamat City Under Threat,0,2003,action drama romance,ajay devgn,sunil shetty,sanjay kapoor,4.7,Qayamat City Under Threat action drama romance ajay devgn sunil shetty sanjay kapoor
88 Antop Hill,0,2003,mystery thriller,atul kulkarni,rahul dev,suchitra pillai,4.6,88 Antop Hill mystery thriller atul kulkarni rahul dev suchitra pillai
Three Walls,0,2003,crime drama,naseeruddin shah,jackie shroff,juhi chawla,7.9,Three Walls crime drama naseeruddin shah jackie shroff juhi chawla
Aanch,0,2003,drama,arun bakshi,suchindra bali,poonam jhawer,6.1,Aanch drama arun bakshi suchindra bali poonam jhawer
Aapko Pehle Bhi Kahin Dekha Hai,0,2003,action comedy drama,priyanshu chatterjee,sakshi shivanand,farida jalal,4.8,Aapko Pehle Bhi Kahin Dekha Hai action comedy drama priyanshu chatterjee sakshi shivanand farida jalal
Bhoot,0,2003,horror mystery thriller,ajay devgn,urmila matondkar,nana patekar,6.5,Bhoot horror mystery thriller ajay devgn urmila matondkar nana patekar
Boom,0,2003,crime thriller,amitabh bachchan,jackie shroff,gulshan grover,2.3,Boom crime thriller amitabh bachchan jackie shroff gulshan grover
Aaj Ka Andha Kanoon,0,2003,action,sudesh berry,priyanka upendra,aman jalali,3.3,Aaj Ka Andha Kanoon action sudesh berry priyanka upendra aman jalali
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Style,0,2003,drama musical romance,akshay kumar,lara dutta,priyanka chopra,5.3,Style drama musical romance akshay kumar lara dutta priyanka chopra
Armaan,0,2003,drama family romance,amitabh bachchan,anil kapoor,preity zinta,5.2,Armaan drama family romance amitabh bachchan anil kapoor preity zinta
Chori Chori,0,2003,comedy drama musical,ajay devgn,sonali bendre,rani mukerji,4.8,Chori Chori comedy drama musical ajay devgn sonali bendre rani mukerji
Calcutta Mail,0,2003,drama mystery thriller,anil kapoor,rani mukerji,manisha koirala,5.7,Calcutta Mail drama mystery thriller anil kapoor rani mukerji manisha koirala
Baaz A Bird in Danger,0,2003,mystery thriller,jackie shroff,sunil shetty,karisma kapoor,3.1,Baaz A Bird in Danger mystery thriller jackie shroff sunil shetty karisma kapoor
Basti,0,2003,action crime,sadashiv amrapurkar,liyaqat bari,brij gopal,7.5,Basti action crime sadashiv amrapurkar liyaqat bari brij gopal
Chota Jadugar,0,2003,fantasy,sooraj balaji,s.p. balasubrahmanyam,julian carey,3.9,Chota Jadugar fantasy sooraj balaji s.p. balasubrahmanyam julian carey
Dil Ka Rishta,0,2003,drama musical romance,arjun rampal,aishwarya rai bachchan,priyanshu chatterjee,4.7,Dil Ka Rishta drama musical romance arjun rampal aishwarya rai bachchan priyanshu chatterjee
Darna Mana Hai,0,2003,drama horror,sameera reddy,antara mali,sohail khan,6.3,Darna Mana Hai drama horror sameera reddy antara mali sohail khan
Dhoop,0,2003,drama,om puri,revathy,gul panag,7.2,Dhoop drama om puri revathy gul panag
Dhund The Fog,0,2003,adventure horror mystery,amar upadhyaya,aditi govitrikar,apoorva agnihotri,2.3,Dhund The Fog adventure horror mystery amar upadhyaya aditi govitrikar apoorva agnihotri
